House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Godfrey Lane,Brandon,Turnbull-Davies,47,Partner,Single,Male,"Librarian, academic",None,None
20,Godfrey Lane,Leon,Turnbull-Davies,5,Son,NA,Male,Student,None,NA
20,Godfrey Lane,Jacob,Turnbull-Davies,1,Son,NA,Male,Child,None,NA
21,Godfrey Lane,Hilary,Johnson,49,Head,Single,Female,Unemployed,None,Christian
21,Godfrey Lane,Deborah,Johnson,9,Daughter,NA,Female,Student,None,NA
22,Godfrey Lane,Sophie,Anderson,41,Head,Single,Female,Tourist information centre manager,None,Methodist
22,Godfrey Lane,Diana,Scott,37,None,Single,Female,Health service manager,None,Christian
23,Godfrey Lane,Hugh,Holloway,34,Head,Married,Male,"Horticulturist, amenity",None,None
23,Godfrey Lane,Sally,Holloway,35,Wife,Married,Female,Technical brewer,None,None
24,Godfrey Lane,Katie,Thompson,69,Head,Married,Female,"Retired Doctor, hospital",None,Christian
24,Godfrey Lane,Norman,Thompson,72,Husband,Married,Male,Retired Careers information officer,None,Christian
24,Godfrey Lane,Carol,Smith-Thompson,23,Daughter,Divorced,Female,"Scientist, product/process development",None,Christian
24,Godfrey Lane,Sara,Smith-Thompson,18,Daughter,Single,Female,Student,None,Christian
24,Godfrey Lane,Douglas,Smith-Thompson,15,Son,NA,Male,Student,None,NA
25,Godfrey Lane,Kirsty,White,67,Head,Married,Female,"Engineer, site",None,Christian
25,Godfrey Lane,Frank,White,67,Husband,Married,Male,Clinical embryologist,None,None
26,Godfrey Lane,Frederick,Robinson,36,Head,Married,Male,Veterinary surgeon,None,None
26,Godfrey Lane,Katy,Robinson,34,Wife,Married,Female,Operational researcher,None,None
26,Godfrey Lane,Douglas,Robinson,11,Son,NA,Male,Student,None,NA
26,Godfrey Lane,Katie,Robinson,10,Daughter,NA,Female,Student,None,NA
27,Godfrey Lane,Olivia,Cox,55,Head,Single,Female,Unemployed,None,Muslim
27,Godfrey Lane,Francesca,Cox,18,Daughter,Single,Female,Student,None,None
27,Godfrey Lane,Elliott,O'Sullivan-Cox,15,Son,NA,Male,Student,None,NA
27,Godfrey Lane,Brandon,O'Sullivan-Cox,15,Son,NA,Male,Student,None,NA
27,Godfrey Lane,Pamela,O'Sullivan-Cox,12,Daughter,NA,Female,Student,None,NA
27,Godfrey Lane,Sara,O'Sullivan-Cox,9,Daughter,NA,Female,Student,None,NA
28,Godfrey Lane,Stephen,Hunt,52,Head,Single,Male,Unemployed,None,Catholic
28,Godfrey Lane,Carolyn,Williams,41,None,Single,Female,"Administrator, education",None,None
28,Godfrey Lane,Anne,Harper,22,None,Single,Female,University Student,None,Catholic
28,Godfrey Lane,Mohammed,Ward,41,None,Divorced,Male,"Designer, fashion/clothing",None,None
29,Godfrey Lane,Jenna,Wright,46,Head,Single,Female,Physiological scientist,None,None
29,Godfrey Lane,Sam,Hall,48,Partner,Single,Male,"Engineer, control and instrumentation",None,None
29,Godfrey Lane,Karen,Wright,21,Daughter,Single,Female,University Student,None,None
29,Godfrey Lane,James,Wright,17,Son,NA,Male,Student,None,NA
30,Godfrey Lane,Kim,McDonald,39,Head,Married,Female,Chief Technology Officer,None,None
30,Godfrey Lane,Mohammed,McDonald,42,Husband,Married,Male,Field seismologist,None,None
30,Godfrey Lane,Abdul,McDonald,4,Son,NA,Male,Child,None,NA
30,Godfrey Lane,Geoffrey,McDonald,1,Son,NA,Male,Child,None,NA
31,Godfrey Lane,Katherine,Morgan,83,Head,Widowed,Female,Retired Retail manager,None,Christian
31,Godfrey Lane,Reece,Morgan,35,Son,Divorced,Male,"Engineer, manufacturing systems",None,None
31,Godfrey Lane,Alex,Morgan,34,Son,Divorced,Male,Forest/woodland manager,None,Christian
31,Godfrey Lane,Paul,Morgan,33,Son,Single,Male,"Pilot, airline",None,None
32,Godfrey Lane,Patricia,Rowe,53,Head,Married,Female,Health and safety adviser,None,Christian
32,Godfrey Lane,Wayne,Rowe,55,Husband,Married,Male,Structural engineer,None,Christian
32,Godfrey Lane,Janice,Rowe,32,Daughter,Single,Female,Fast food restaurant manager,None,Christian
32,Godfrey Lane,Karen,Rowe,28,Daughter,Widowed,Female,Financial adviser,None,Christian
33,Godfrey Lane,Danielle,Clark,27,Head,Married,Female,Special educational needs teacher,None,Catholic
33,Godfrey Lane,Toby,Clark,22,Husband,Married,Male,University Student,None,Catholic
34,Godfrey Lane,Abigail,Elliott,38,Head,Single,Female,"Engineer, civil (contracting)",None,Catholic
34,Godfrey Lane,Terry,Elliott,4,Son,NA,Male,Child,None,NA
34,Godfrey Lane,Bethan,Elliott,3,Daughter,NA,Female,Child,None,NA
34,Godfrey Lane,Lydia,Elliott,0,Daughter,NA,Female,Child,None,NA
34,Godfrey Lane,Lydia,Baker,25,Cousin,Divorced,Female,"Surveyor, quantity",None,Catholic
35,Godfrey Lane,Jill,Lamb,45,Head,Married,Female,Best boy,None,Christian
35,Godfrey Lane,Barry,Lamb,49,Husband,Married,Male,"Engineer, civil (consulting)",None,Christian
35,Godfrey Lane,Dale,Lamb,15,Son,NA,Male,Student,None,NA
35,Godfrey Lane,Amy,Lamb,11,Daughter,NA,Female,Student,None,NA
36,Godfrey Lane,Graeme,Wilson,43,Head,Single,Male,Structural engineer,None,Catholic
36,Godfrey Lane,Christine,Duncan,49,None,Single,Female,Dance movement psychotherapist,Disabled,Christian
36,Godfrey Lane,Olivia,Dixon,42,None,Single,Female,Estate agent,None,None
36,Godfrey Lane,Bernard,Chan,38,None,Single,Male,Paediatric nurse,None,None
36,Godfrey Lane,Patrick,Griffiths,33,None,Single,Male,"Scientist, biomedical",None,Christian
37,Godfrey Lane,Laura,Lawrence,28,Head,Divorced,Female,Chartered certified accountant,None,None
38,Godfrey Lane,Ruth,Hussain,74,Head,Married,Female,Retired Hydrographic surveyor,None,Jewish
38,Godfrey Lane,Ronald,Hussain,76,Husband,Married,Male,"Retired Physicist, medical",None,Jewish
38,Godfrey Lane,Shane,Hussain,30,Son,Single,Male,Broadcast engineer,None,None
38,Godfrey Lane,Donna,Hussain,24,Daughter,Single,Female,"Nurse, mental health",None,Jewish
39,Godfrey Lane,Amanda,Jackson,47,Head,Divorced,Female,Unemployed,None,Catholic
39,Godfrey Lane,Elizabeth,Jackson,21,Daughter,Single,Female,University Student,None,Catholic
39,Godfrey Lane,Emma,Jackson,14,Daughter,NA,Female,Student,None,NA
39,Godfrey Lane,Emma,Jackson,14,Daughter,NA,Female,Student,None,NA
40,Godfrey Lane,Ricky,Williamson,56,Head,Single,Male,"Radiographer, diagnostic",None,Methodist
41,Godfrey Lane,Gordon,Richards,72,Head,Married,Male,Retired Interpreter,None,Christian
41,Godfrey Lane,Jill,Richards,71,Wife,Married,Female,Unemployed,None,Christian
42,Godfrey Lane,Katy,Walker,45,Head,Married,Female,Aeronautical engineer,None,Christian
42,Godfrey Lane,Vincent,Walker,48,Husband,Married,Male,Electrical engineer,None,None
42,Godfrey Lane,Christian,Walker,21,Son,Single,Male,University Student,None,Christian
42,Godfrey Lane,Kimberley,Walker,17,Daughter,NA,Female,Student,None,NA
43,Godfrey Lane,Joanna,Bell,22,Head,Single,Female,University Student,None,None
43,Godfrey Lane,John,Harrison,19,None,Single,Male,University Student,None,Christian
43,Godfrey Lane,Margaret,Goodwin,18,None,Single,Female,University Student,None,None
44,Godfrey Lane,Dorothy,Collins,67,Head,Married,Female,"Therapist, drama",None,Catholic
44,Godfrey Lane,Benjamin,Collins,66,Husband,Married,Male,"Surveyor, insurance",None,None
44,Godfrey Lane,Bruce,Smith,34,Son,Divorced,Male,"Accountant, chartered public finance",None,Catholic
44,Godfrey Lane,Joseph,Smith,34,Son,Single,Male,Applications developer,None,Catholic
44,Godfrey Lane,Billy,Smith,34,Son,Single,Male,Museum/gallery curator,None,None
44,Godfrey Lane,Elaine,Smith,2,Daughter,NA,Female,Child,None,NA
45,Godfrey Lane,Samantha,Jones,64,Head,Divorced,Female,Unemployed,None,None
45,Godfrey Lane,Carly,Jones,44,Daughter,Single,Female,"Production assistant, television",None,None
45,Godfrey Lane,Maurice,Jones,40,Son,Single,Male,"Designer, television/film set",None,None
45,Godfrey Lane,Richard,Jones,37,Son,Divorced,Male,Speech and language therapist,None,None
45,Godfrey Lane,Ben,Rose-Jones,36,Son,Single,Male,Chief Strategy Officer,None,None
46,Godfrey Lane,Jennifer,Berry,28,Head,Single,Female,Tax inspector,None,Catholic
46,Godfrey Lane,Gerald,Bibi,33,Partner,Single,Male,Radio broadcast assistant,None,Catholic
46,Godfrey Lane,Vanessa,Berry,7,Daughter,NA,Female,Student,None,NA
47,Godfrey Lane,Marie,Gordon,28,Head,Single,Female,"Designer, jewellery",None,Catholic
47,Godfrey Lane,Edward,Day,29,Partner,Single,Male,Public librarian,None,None
47,Godfrey Lane,Ryan,Murray,24,Lodger,Single,Male,Primary school teacher,None,None
47,Godfrey Lane,Martyn,Smith,41,Lodger,Single,Male,Police officer,None,None
48,Godfrey Lane,Albert,Smith,47,Head,Married,Male,Public relations account executive,None,Catholic
48,Godfrey Lane,Patricia,Smith,50,Wife,Married,Female,"Surveyor, commercial/residential",None,None
49,Godfrey Lane,Owen,Dickinson,81,Head,Married,Male,Retired Therapeutic radiographer,None,Methodist
49,Godfrey Lane,Gail,Dickinson,79,Wife,Married,Female,Retired Meteorologist,None,None
49,Godfrey Lane,Julian,Dickinson,44,Son,Single,Male,"Producer, radio",None,Methodist
49,Godfrey Lane,Jason,Dickinson,43,Son,Single,Male,"Accountant, chartered",None,Methodist
49,Godfrey Lane,Carole,Dickinson,42,Daughter,Divorced,Female,Unemployed,None,None
49,Godfrey Lane,Molly,Cook-Dickinson,41,Daughter,Single,Female,Radio producer,None,Methodist
50,Godfrey Lane,Bethany,Byrne,43,Head,Married,Female,"Teacher, English as a foreign language",None,None
50,Godfrey Lane,Ryan,Byrne,43,Husband,Married,Male,Chartered public finance accountant,None,None
50,Godfrey Lane,Philip,Byrne,18,Son,Single,Male,Student,None,None
50,Godfrey Lane,Elliott,Byrne,15,Son,NA,Male,Student,None,NA
51,Godfrey Lane,Joan,Jones,35,Head,Single,Female,"Runner, broadcasting/film/video",None,Catholic
51,Godfrey Lane,Roger,Hughes,33,Lodger,Single,Male,Public house manager,None,None
51,Godfrey Lane,Justin,Shaw,62,Lodger,Single,Male,Medical technical officer,None,Methodist
51,Godfrey Lane,Glen,Hunt,52,Lodger,Single,Male,Consulting civil engineer,None,Christian
52,Godfrey Lane,Hazel,Wright,80,Head,Married,Female,Retired Field trials officer,None,None
52,Godfrey Lane,Adrian,Wright,76,Husband,Married,Male,Retired Media planner,None,None
53,Godfrey Lane,Simon,Perry,37,Head,Single,Male,Print production planner,None,None
53,Godfrey Lane,Paige,Perry,9,Daughter,NA,Female,Student,None,NA
53,Godfrey Lane,Zoe,Perry,8,Daughter,NA,Female,Student,None,NA
53,Godfrey Lane,Alan,Perry,6,Son,NA,Male,Student,None,NA
53,Godfrey Lane,Gordon,Perry,6,Son,NA,Male,Student,None,NA
53,Godfrey Lane,Carole,Perry,5,Daughter,NA,Female,Student,None,NA
54,Godfrey Lane,Stephanie,Smith,63,Head,Divorced,Female,Unemployed,None,Christian
54,Godfrey Lane,Francesca,Smith,27,Daughter,Single,Female,Control and instrumentation engineer,None,None
54,Godfrey Lane,Natasha,Smith,23,Daughter,Single,Female,Tour manager,None,Christian
54,Godfrey Lane,Charlie,Smith,21,Son,Single,Male,University Student,None,Christian
54,Godfrey Lane,Simon,Smith,17,Son,NA,Male,Student,None,NA
55,Godfrey Lane,Clare,Cross,51,Head,Single,Female,Environmental manager,None,None
55,Godfrey Lane,Josh,Williams,57,None,Single,Male,Barista,None,Methodist
55,Godfrey Lane,Kirsty,Payne,20,None,Single,Female,University Student,None,None
55,Godfrey Lane,Frederick,Hall,24,None,Single,Male,Industrial/product designer,None,None
56,Godfrey Lane,Natasha,Owen,25,Head,Single,Female,Advertising art director,None,None
56,Godfrey Lane,Hollie,Lewis,53,None,Single,Female,Risk manager,None,Muslim
56,Godfrey Lane,Linda,Moss,36,None,Single,Female,Unemployed,None,None
56,Godfrey Lane,Beverley,Griffiths,41,None,Single,Female,Physiotherapist,None,None
56,Godfrey Lane,Luke,Smith,19,None,Single,Male,University Student,None,None
56,Godfrey Lane,Paula,Nash,23,None,Single,Female,"Producer, radio",None,Catholic
1,Dennis Viaduct,Janice,Evans,45,Head,Married,Female,Clinical biochemist,None,None
1,Dennis Viaduct,Paul,Evans-Peacock,51,Husband,Married,Male,Database administrator,None,None
1,Dennis Viaduct,Rosie,Evans-Peacock,27,Daughter,Single,Female,Microbiologist,None,None
2,Dennis Viaduct,Lydia,Flynn,26,Head,Single,Female,Unemployed,None,None
2,Dennis Viaduct,Nicola,Stewart,44,Lodger,Single,Female,Retail manager,None,None
2,Dennis Viaduct,Marcus,Phillips,49,Lodger,Divorced,Male,Warden/ranger,None,Catholic
2,Dennis Viaduct,Patricia,Jenkins,42,Lodger,Single,Female,"Programmer, multimedia",None,Catholic
2,Dennis Viaduct,Abbie,Walker,33,Lodger,Single,Female,Database administrator,None,Christian
3,Dennis Viaduct,Natasha,Reed,57,Head,Married,Female,Make,None,Methodist
3,Dennis Viaduct,Joseph,Reed,57,Husband,Married,Male,"Engineer, manufacturing",None,None
3,Dennis Viaduct,Rita,Reed,23,Daughter,Single,Female,"Chemist, analytical",None,Methodist
3,Dennis Viaduct,Jacob,Reed,1,Son,NA,Male,Child,None,NA
4,Dennis Viaduct,Gail,Armstrong,76,Head,Divorced,Female,Retired Energy engineer,None,None
5,Dennis Viaduct,Guy,Johnston,34,Head,Married,Male,"Engineer, building services",None,None
5,Dennis Viaduct,Brenda,Johnston,34,Wife,Married,Female,"Accountant, chartered management",None,None
5,Dennis Viaduct,Amelia,Johnston,9,Daughter,NA,Female,Student,None,NA
6,Dennis Viaduct,Alexandra,Graham,34,Head,Married,Female,Press photographer,None,Muslim
6,Dennis Viaduct,Charles,Graham,36,Husband,Married,Male,Science writer,None,Muslim
6,Dennis Viaduct,Gary,Graham,12,Son,NA,Male,Student,None,NA
7,Dennis Viaduct,Danielle,Cook,62,Head,Married,Female,"Psychologist, prison and probation services",None,None
7,Dennis Viaduct,Stuart,Cook,60,Husband,Married,Male,Museum/gallery curator,None,None
7,Dennis Viaduct,Samuel,Cook,23,Son,Single,Male,Jewellery designer,None,None
7,Dennis Viaduct,Jay,Cook,2,Son,NA,Male,Child,None,NA
8,Dennis Viaduct,Pamela,Johnston,50,Head,Single,Female,Cytogeneticist,None,Christian
8,Dennis Viaduct,Jane,Johnston,17,Daughter,NA,Female,Student,None,NA
8,Dennis Viaduct,Samuel,Johnston,16,Son,NA,Male,Student,None,NA
9,Dennis Viaduct,Marion,Marsh,32,Head,Single,Female,Science writer,None,None
9,Dennis Viaduct,Wendy,Holmes,32,None,Single,Female,Volunteer coordinator,None,None
9,Dennis Viaduct,Roy,Parkin,28,None,Single,Male,Astronomer,None,Christian
9,Dennis Viaduct,Geoffrey,Roberts,38,None,Single,Male,Academic librarian,None,Catholic
10,Dennis Viaduct,Joanna,Dawson,43,Head,Divorced,Female,Quality manager,None,Christian
10,Dennis Viaduct,Frank,Dawson,12,Son,NA,Male,Student,None,NA
10,Dennis Viaduct,Amelia,Dawson,12,Daughter,NA,Female,Student,None,NA
10,Dennis Viaduct,Suzanne,Dawson,12,Daughter,NA,Female,Student,None,NA
11,Dennis Viaduct,Mohammed,Lee,37,Head,Married,Male,Medical secretary,None,Catholic
11,Dennis Viaduct,Lynda,Lee,35,Wife,Married,Female,"Doctor, hospital",None,Catholic
11,Dennis Viaduct,Lynda,Lee,7,Daughter,NA,Female,Student,None,NA
12,Dennis Viaduct,Gillian,Ward,52,Head,Single,Female,"Engineer, automotive",None,Christian
12,Dennis Viaduct,Gareth,Lewis,35,None,Single,Male,"Scientist, research (maths)",None,Methodist
13,Dennis Viaduct,Elaine,Foster,32,Head,Married,Female,"Surveyor, land/geomatics",None,None
13,Dennis Viaduct,Alex,Foster,34,Husband,Married,Male,"Engineer, petroleum",None,None
13,Dennis Viaduct,Bernard,Foster,15,Son,NA,Male,Student,None,NA
14,Dennis Viaduct,Naomi,Ford,62,Head,Married,Female,Unemployed,None,None
14,Dennis Viaduct,Tom,Ford,61,Husband,Married,Male,Art therapist,None,None
14,Dennis Viaduct,Janet,Ford,41,Daughter,Single,Female,Analytical chemist,None,None
15,Dennis Viaduct,Melissa,Hodgson,41,Head,Married,Female,Unemployed,None,Methodist
15,Dennis Viaduct,Douglas,Hodgson,42,Husband,Married,Male,"Scientist, biomedical",None,Methodist
15,Dennis Viaduct,Louise,Hodgson,11,Daughter,NA,Female,Student,None,NA
15,Dennis Viaduct,Rebecca,Hodgson,8,Daughter,NA,Female,Student,None,NA
16,Dennis Viaduct,Grace,Price,62,Head,Married,Female,Unemployed,None,Christian
16,Dennis Viaduct,Alan,Price,63,Husband,Married,Male,Unemployed,None,Christian
16,Dennis Viaduct,Jade,Price,27,Daughter,Single,Female,Research scientist (physical sciences),None,None
16,Dennis Viaduct,Kelly,Price,18,Daughter,Single,Female,Student,None,None
16,Dennis Viaduct,Charles,Price,16,Son,NA,Male,Student,None,NA
16,Dennis Viaduct,Carol,Campbell,13,Daughter,NA,Female,Student,None,NA
16,Dennis Viaduct,Julie,Campbell,9,Daughter,NA,Female,Student,None,NA
17,Dennis Viaduct,Lydia,Fuller,53,Head,Married,Female,Consulting civil engineer,None,None
17,Dennis Viaduct,Iain,Fuller,53,Husband,Married,Male,Chartered accountant,None,None
17,Dennis Viaduct,Dean,Fuller,17,Son,NA,Male,Student,None,NA
18,Dennis Viaduct,Deborah,Cooke,60,Head,Single,Female,Unemployed,None,None
19,Dennis Viaduct,Kirsty,Kay,42,Head,Divorced,Female,Unemployed,None,None
19,Dennis Viaduct,Mary,Kay,3,Daughter,NA,Female,Child,None,NA
19,Dennis Viaduct,Holly,Kay,1,Daughter,NA,Female,Child,None,NA
20,Dennis Viaduct,Barbara,Holt,55,Head,Married,Female,Clinical research associate,None,Catholic
20,Dennis Viaduct,Dean,Holt,58,Husband,Married,Male,Forensic psychologist,None,None
20,Dennis Viaduct,Ross,Holt,23,Son,Single,Male,Product manager,None,Catholic
20,Dennis Viaduct,Dean,Holt,21,Son,Divorced,Male,University Student,None,Catholic
21,Dennis Viaduct,Natalie,Wright,33,Head,Single,Female,Records manager,None,Methodist
21,Dennis Viaduct,Douglas,Wright,0,Son,NA,Male,Child,None,NA
21,Dennis Viaduct,Paula,Evans,44,Lodger,Single,Female,"Engineer, technical sales",None,Christian
22,Dennis Viaduct,Helen,Reynolds,47,Head,Married,Female,Event organiser,None,Catholic
22,Dennis Viaduct,Hannah,Reynolds,39,Wife,Married,Female,"Scientist, research (physical sciences)",None,Catholic
22,Dennis Viaduct,Sylvia,Reynolds,9,Daughter,NA,Female,Student,None,NA
23,Dennis Viaduct,Kerry,Jones,35,Head,Married,Female,Building services engineer,None,Methodist
23,Dennis Viaduct,Russell,Jones,40,Husband,Married,Male,Unemployed,None,Methodist
23,Dennis Viaduct,Adrian,Jones,11,Son,NA,Male,Student,None,NA
23,Dennis Viaduct,Colin,Evans-Jones,9,Son,NA,Male,Student,None,NA
24,Dennis Viaduct,Marion,Morton,41,Head,Married,Female,Environmental health practitioner,None,None
24,Dennis Viaduct,Leigh,Morton,40,Husband,Married,Male,Insurance claims handler,None,None
24,Dennis Viaduct,Julian,Morton,18,Son,Single,Male,Student,None,None
24,Dennis Viaduct,Nathan,Morton,16,Son,NA,Male,Student,None,NA
25,Dennis Viaduct,Lesley,Kemp,37,Head,Married,Female,Tax adviser,None,None
25,Dennis Viaduct,Malcolm,Kemp-Jones,41,Husband,Married,Male,Counsellor,None,None
25,Dennis Viaduct,Douglas,Kemp-Jones,15,Son,NA,Male,Student,None,NA
26,Dennis Viaduct,Tom,Campbell,19,Head,Single,Male,University Student,None,None
26,Dennis Viaduct,Ruth,Knowles,58,None,Single,Female,Unemployed,None,Christian
26,Dennis Viaduct,Maureen,Sullivan,22,None,Single,Female,University Student,None,None
27,Dennis Viaduct,Marian,Davidson,50,Head,Married,Female,"Conservator, museum/gallery",None,Christian
27,Dennis Viaduct,Elliot,Davidson,53,Husband,Married,Male,Unemployed,None,Christian
27,Dennis Viaduct,Bradley,Davidson,24,Son,Single,Male,"Engineer, chemical",Blind,Christian
27,Dennis Viaduct,Hayley,Davidson,14,Daughter,NA,Female,Student,None,NA
28,Dennis Viaduct,Jemma,Hopkins,78,Head,Widowed,Female,"Retired Engineer, aeronautical",None,None
29,Dennis Viaduct,Howard,White,20,Head,Married,Male,University Student,None,None
29,Dennis Viaduct,Julie,White,19,Wife,Married,Female,University Student,None,None
